uniprot_id,gene_name,protein_name,seq_length,embed_idx
A0A1X2LUA1,B8W66_12750,Ferredoxin,114,17946
A0A1X2LY77,B8W66_05835,Pirin,318,17947
A0A1X2LRJ4,B8W66_20475,Transmembrane protein,456,17948
A0A1X2LJD6,B8W66_23565,Carrier domain-containing protein (Fragment),545,17949
A0A1X2LTX9,B8W66_13610,Polyketide cyclase,164,17950
A0A1X2LU17,B8W66_12980,CDP-diacylglycerol diphosphatase,311,17951
A0A1X2LV19,B8W66_11330,Transcriptional regulator,66,17952
A0A1X2LWW2,cobB,NAD-dependent protein deacetylase,284,17953
A0A1X2M1B3,B8W66_02150,Hydroxymethylglutaryl-CoA lyase,298,17954
A0A1X2LM61,B8W66_23410,Diacylglyceryl transferase,261,17955
A0A1X2LS57,B8W66_17225,Molybdopterin synthase sulfur carrier subunit,92,17956
A0A1X2LNY2,B8W66_22565,DNA repair protein RecN,590,17957
A0A1X2LPK6,B8W66_21805,"1,3-beta-glucanase",275,17958
A0A1X2LQ53,B8W66_20300,Reverse transcriptase domain-containing protein,443,17959
A0A1X2LTW1,B8W66_13625,HTH tetR-type domain-containing protein,172,17960
A0A1X2LYF9,rbfA,Ribosome-binding factor A,162,17961
A0A1X2LZ43,B8W66_03315,SAM-dependent methyltransferase,630,17962
A0A1X2M0D8,B8W66_01010,Pentapeptide repeat protein MfpA,186,17963
A0A1X2M1B8,B8W66_01825,2-isopropylmalate synthase,75,17964
A0A1X2LJR8,B8W66_23555,Carrier domain-containing protein (Fragment),592,17965
A0A1X2LP84,B8W66_22105,PE domain-containing protein,98,17966
A0A1X2LQU1,B8W66_19220,Uncharacterized protein,268,17967
A0A1X2LT31,B8W66_14870,Alpha/beta hydrolase,295,17968
A0A1X2LVE4,B8W66_09955,Polyketide cyclase,170,17969
A0A1X2LYG2,B8W66_04590,12-oxophytodienoate reductase,363,17970
A0A1X2LZX0,B8W66_00435,Hydantoinase subunit beta,515,17971
A0A1X2M0X6,B8W66_03970,Urea transporter,458,17972
A0A1X2LNY0,B8W66_22950,RNA polymerase subunit sigma-70,139,17973
A0A1X2LRC4,B8W66_18250,Zinc transporter Slc39a7,66,17974
A0A1X2LRN9,B8W66_17535,ESX secretion-associated protein EspG,277,17975
A0A1X2LUM1,B8W66_12305,"3-carboxy-cis,cis-muconate cycloisomerase",399,17976
A0A1X2LWK6,B8W66_09060,Deazaflavin-dependent nitroreductase,152,17977
A0A1X2LY65,B8W66_07615,thioredoxin-dependent peroxiredoxin,157,17978
A0A1X2LRA6,B8W66_18240,tRNA-specific adenosine deaminase,170,17979
A0A1X2LNW1,B8W66_22825,Uncharacterized protein,409,17980
A0A1X2LP70,nusB,Transcription antitermination protein NusB,160,17981
A0A1X2LR69,B8W66_21315,Acyl-coenzyme A thioesterase THEM4,212,17982
A0A1X2LSJ7,B8W66_15595,4-hydroxyacetophenone monooxygenase,643,17983
A0A1X2LUJ1,B8W66_12150,Lipoprotein LpqE,182,17984
A0A1X2LVM1,B8W66_09935,Transcriptional regulator,161,17985
A0A1X2LWY6,B8W66_07585,(2Fe-2S)-binding protein,378,17986
A0A1X2LXI9,B8W66_06975,tyrosine--tRNA ligase,464,17987
A0A1X2M0Z3,B8W66_04090,Sulfurtransferase,141,17988
A0A1X2M141,B8W66_02580,Twin-arginine translocation pathway,270,17989
A0A1X2LQ49,B8W66_20250,Short-chain dehydrogenase,259,17990
A0A1X2LRQ9,B8W66_18000,Acetyl-CoA acetyltransferase,398,17991
A0A1X2LSH0,B8W66_16030,Cysteine hydrolase,243,17992
A0A1X2LTE5,B8W66_14625,Ferredoxin,108,17993
A0A1X2LVH4,B8W66_09855,Uncharacterized protein,228,17994
A0A1X2LZ38,B8W66_03085,Transporter,519,17995
A0A1X2M0C5,B8W66_01165,ASCH domain-containing protein,193,17996
A0A1X2LNW7,B8W66_22730,SAM-dependent methyltransferase,247,17997
A0A1X2LQ65,B8W66_20365,PE domain-containing protein,455,17998
A0A1X2M0J9,B8W66_01730,Hydroxylase,231,17999
A0A1X2LRN8,B8W66_17990,non-specific serine/threonine protein kinase,323,18000
A0A1X2LSZ4,B8W66_15375,Uncharacterized protein,60,18001
A0A1X2LUR5,B8W66_12315,"Protocatechuate 3,4-dioxygenase subunit beta",267,18002
A0A1X2LQ72,B8W66_20330,HTH merR-type domain-containing protein,204,18003
A0A1X2LR44,B8W66_21245,PE family protein (Fragment),454,18004
A0A1X2LUN8,B8W66_12200,PknH-like extracellular domain-containing protein,243,18005
A0A1X2LVW5,B8W66_10535,Acyl-CoA dehydrogenase,393,18006
A0A1X2LRB9,B8W66_18315,DUF4395 domain-containing protein,156,18007
A0A1X2LNZ0,B8W66_22620,Isomerase,376,18008
A0A1X2LU90,B8W66_12560,VapC toxin family PIN domain ribonuclease,132,18009
A0A1X2LXY9,B8W66_06085,Polyprenyl synthetase,350,18010
A0A1X2LYW9,B8W66_02840,Uncharacterized protein,66,18011
A0A1X2LUD7,B8W66_13140,"2-hydroxyhepta-2,4-diene-1,7-dioate isomerase",276,18012
A0A1X2LIN6,B8W66_23600,Polyketide synthase (Fragment),405,18013
A0A1X2LPZ0,B8W66_20520,Major facilitator superfamily (MFS) profile domain-containing protein,416,18014
A0A1X2M157,B8W66_00805,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,157,18015
A0A1X2LP59,B8W66_22150,Phage holin family protein,133,18016
A0A1X2LSF6,B8W66_16470,3-ketosteroid-delta-1-dehydrogenase,584,18017
A0A1X2LPW2,B8W66_20925,4-hydroxybenzoyl-CoA reductase subunit gamma,175,18018
A0A1X2LRF3,B8W66_17825,SSD domain-containing protein,683,18019
A0A1X2LTD9,B8W66_14660,Acyl dehydratase,151,18020
A0A1X2LUB6,B8W66_12605,Transposase,345,18021
A0A1X2LVT2,B8W66_10425,GntR family transcriptional regulator,234,18022
A0A1X2LI30,B8W66_23625,Amino acid transporter (Fragment),399,18023
A0A1X2LS89,B8W66_16410,Major facilitator superfamily (MFS) profile domain-containing protein,476,18024
A0A1X2LWN9,B8W66_07545,CoA transferase,846,18025
A0A1X2M0V9,B8W66_02475,Hemerythrin,188,18026
A0A1X2LFC3,B8W66_23820,PE family protein (Fragment),115,18027
A0A1X2LMI9,B8W66_23325,Transcriptional regulator,166,18028
A0A1X2LQ42,B8W66_20595,DUF6542 domain-containing protein,406,18029
A0A1X2LQD9,B8W66_19875,Non-ribosomal peptide synthetase,1729,18030
A0A1X2LV29,priA,Probable primosomal protein N',649,18031
A0A1X2LVX6,B8W66_09415,TM2 domain-containing protein,127,18032
A0A1X2LZQ7,B8W66_03895,DUF2752 domain-containing protein,141,18033
A0A1X2M0B0,tsaD,tRNA N6-adenosine threonylcarbamoyltransferase,341,18034
A0A1X2LRY5,B8W66_17390,"CDP-glucose 4,6-dehydratase",338,18035
A0A1X2LYF1,B8W66_04585,Acyltransferase 3 domain-containing protein,371,18036
A0A1X2M045,B8W66_00330,Uncharacterized protein,123,18037
A0A1X2LNS6,B8W66_23080,Uncharacterized protein,125,18038
A0A1X2LP12,B8W66_22605,Transferase,286,18039
A0A1X2LPC0,B8W66_22115,Uncharacterized protein,75,18040
A0A1X2LYL6,trmD,tRNA (guanine-N(1)-)-methyltransferase,228,18041
A0A1X2M0H4,B8W66_03045,Glucose-methanol-choline oxidoreductase N-terminal domain-containing protein,552,18042
A0A1X2LSR3,B8W66_15815,Aldehyde dehydrogenase,483,18043
A0A1X2LNV3,B8W66_23120,DUF3068 domain-containing protein (Fragment),415,18044
A0A1X2LR65,B8W66_18930,Uncharacterized protein,92,18045
A0A1X2LS03,B8W66_17045,TetR family transcriptional regulator,204,18046
A0A1X2LUD6,B8W66_14740,Short-chain dehydrogenase,278,18047
A0A1X2LV10,carA,Carbamoyl phosphate synthase small chain,376,18048
A0A1X2LVS1,B8W66_10520,Acyl-CoA synthetase,514,18049
A0A1X2LWW0,B8W66_08065,Rieske domain-containing protein,383,18050
A0A1X2LZT5,B8W66_00205,ESX-1 secretion-associated protein EspA/EspE-like domain-containing protein,398,18051
A0A1X2LS73,B8W66_16395,Pyranose oxidase,538,18052
A0A1X2LY87,B8W66_06235,PPE domain-containing protein,96,18053
A0A1X2LR53,B8W66_18525,DoxX family protein,148,18054
A0A1X2LR93,B8W66_18200,DNA-binding protein,77,18055
A0A1X2LRN1,B8W66_18060,Uncharacterized protein,185,18056
A0A1X2LU88,kdpC,Potassium-transporting ATPase KdpC subunit,309,18057
A0A1X2LV62,B8W66_10690,Aminobenzoate oxygenase,301,18058
A0A1X2LVD5,B8W66_11225,PE-PGRS family protein,384,18059
A0A1X2LQY7,B8W66_18800,Flavin reductase,173,18060
A0A1X2LR09,B8W66_18950,Transcriptional regulatory protein,228,18061
A0A1X2LXX4,B8W66_05920,Acyl-CoA desaturase,368,18062
A0A1X2LR89,B8W66_21190,Thioredoxin domain-containing protein,486,18063
A0A1X2LRB1,B8W66_18385,CPBP family intramembrane metalloprotease,171,18064
A0A1X2LSW1,B8W66_15300,HNH nuclease domain-containing protein,500,18065
A0A1X2LUH2,B8W66_14965,Mammalian cell entry protein,477,18066
A0A1X2LUT8,B8W66_11390,Fe-S cluster assembly protein SufD,403,18067
A0A1X2LPH2,B8W66_21840,Arginase,306,18068
A0A1X2LPC5,B8W66_21615,TQXA domain-containing protein,429,18069
A0A1X2LTR5,B8W66_13310,PE domain-containing protein,101,18070
A0A1X2LXB4,B8W66_06950,Transport acessory protein MmpS,140,18071
A0A1X2LYR7,B8W66_04745,DUF2277 domain-containing protein,88,18072
A0A1X2LZF1,B8W66_03900,CD225/dispanin family protein,109,18073
A0A1X2LV74,B8W66_10905,TetR family transcriptional regulator,179,18074
A0A1X2LY60,B8W66_06110,acetolactate synthase,515,18075
A0A1X2LH25,B8W66_23685,PKS/mFAS DH domain-containing protein (Fragment),263,18076
A0A1X2LUZ9,pyrR,Bifunctional protein PyrR,190,18077
A0A1X2LP13,B8W66_22520,Polyketide synthase,1817,18078
A0A1X2LSJ8,B8W66_15555,CinA-like protein,430,18079
A0A1X2LVB6,B8W66_11070,Glucose-1-phosphate cytidylyltransferase,265,18080
A0A1X2LXL5,B8W66_05345,AMP-dependent synthetase,503,18081
A0A1X2LY90,B8W66_05985,Uncharacterized protein,96,18082
A0A1X2LYZ4,B8W66_06475,Pyridoxal phosphate homeostasis protein,258,18083
A0A1X2LSV0,B8W66_15220,Radical SAM core domain-containing protein,373,18084
A0A1X2LSR9,B8W66_15655,DUF4389 domain-containing protein,241,18085
A0A1X2LWY2,B8W66_07560,SnoaL-like domain-containing protein,142,18086
A0A1X2LYS2,B8W66_05235,Oxidoreductase,288,18087
A0A1X2LYY8,B8W66_05140,Lipoprotein LppW,316,18088
A0A1X2LZB3,B8W66_03590,3-hydroxybutyryl-CoA dehydrogenase,287,18089
A0A1X2LRG3,B8W66_17890,phosphoserine phosphatase,411,18090
A0A1X2LT11,B8W66_14760,TetR family transcriptional regulator,219,18091
A0A1X2LUQ7,B8W66_11420,Heme A synthase,328,18092
A0A1X2LQY1,B8W66_19185,Pyridoxamine 5'-phosphate oxidase,135,18093
A0A1X2LXH1,B8W66_07225,Monoamine oxidase,454,18094
A0A1X2LV79,B8W66_10915,DUF2993 domain-containing protein,180,18095
A0A1X2LQW7,B8W66_21795,2-polyprenyl-6-methoxyphenol hydroxylase,577,18096
A0A1X2LT64,B8W66_14855,Ferredoxin,98,18097
A0A1X2LV70,B8W66_10855,Molybdenum cofactor biosynthesis protein,181,18098
A0A1X2LVR7,B8W66_10505,Uncharacterized protein,61,18099
A0A1X2LP64,B8W66_22370,Integrase catalytic domain-containing protein,72,18100
A0A1X2LU71,B8W66_13190,Low molecular weight protein antigen 6 PH domain-containing protein,112,18101
A0A1X2LY97,B8W66_04180,DUF3710 domain-containing protein,244,18102
A0A1X2LYN0,B8W66_04565,Fe2OG dioxygenase domain-containing protein,312,18103
A0A1X2LNV0,B8W66_22800,"5,6-dimethylbenzimidazole synthase",225,18104
A0A1X2LPP7,B8W66_21320,Glycosyltransferase 2-like domain-containing protein,321,18105
A0A1X2LRD2,B8W66_18180,NUDIX hydrolase,142,18106
A0A1X2LSK9,B8W66_16055,SnoaL-like domain-containing protein,154,18107
A0A1X2LUD5,B8W66_12725,ABC transporter,470,18108
A0A1X2LV32,B8W66_13815,DUF4232 domain-containing protein,164,18109
A0A1X2LY56,B8W66_07550,cholesterol 7-desaturase,362,18110
A0A1X2LZJ5,B8W66_04035,S-adenosyl-L-methionine-dependent methyltransferase,308,18111
A0A1X2LZJ9,B8W66_06335,Guanine deaminase,466,18112
A0A1X2M0Z1,B8W66_00575,Cro/Cl family transcriptional regulator,479,18113
A0A1X2LP49,B8W66_22195,Oxidoreductase,336,18114
A0A1X2LT20,B8W66_17565,Major facilitator superfamily (MFS) profile domain-containing protein,355,18115
A0A1X2LUV1,B8W66_11660,rRNA cytosine-C5-methyltransferase,461,18116
A0A1X2LVJ1,B8W66_10265,Mce protein,225,18117
A0A1X2LW67,B8W66_11360,PE family protein,367,18118
A0A1X2LZ40,recD,RecBCD enzyme subunit RecD,592,18119
A0A1X2LPA2,B8W66_22000,Sulfotransferase,340,18120
A0A1X2LSI8,B8W66_16065,4-alpha-glucanotransferase,723,18121
A0A1X2LTW4,B8W66_13695,Acyl-CoA dehydrogenase,403,18122
A0A1X2LVV9,B8W66_09225,GntR family transcriptional regulator,443,18123
A0A1X2LW98,B8W66_11555,Uncharacterized protein,79,18124
A0A1X2LWH9,B8W66_09010,PHP domain-containing protein,335,18125
A0A1X2M136,B8W66_02455,PucR family transcriptional regulator,430,18126
A0A1X2LUD1,B8W66_12665,HMA domain-containing protein,104,18127
A0A1X2LVU6,B8W66_09235,Malto-oligosyltrehalose synthase,764,18128
A0A1X2LXD6,B8W66_07165,Serine hydrolase,278,18129
A0A1X2LXF6,B8W66_07020,PPE family protein,469,18130
A0A1X2M077,B8W66_04445,3-ketoacyl-ACP reductase,275,18131
A0A1X2LPA9,B8W66_22110,ESX-1 secretion-associated protein EspA/EspE-like domain-containing protein,304,18132
A0A1X2LQZ0,B8W66_19195,Maturase (Fragment),207,18133
A0A1X2LWW4,B8W66_07505,3-oxoacyl-ACP synthase,322,18134
A0A1X2LNZ7,B8W66_22735,Tetratricopeptide repeat protein,556,18135
A0A1X2LP69,B8W66_22210,Tip attachment protein J domain-containing protein,776,18136
A0A1X2LP88,B8W66_22075,Uncharacterized protein,260,18137
A0A1X2LYD2,B8W66_04605,asparagine synthase (glutamine-hydrolyzing),663,18138
A0A1X2LPG5,B8W66_21980,Uncharacterized protein,79,18139
A0A1X2LQN6,B8W66_19230,Phosphoesterase,497,18140
A0A1X2LU48,B8W66_15625,Sensor histidine kinase,96,18141
A0A1X2LVC3,B8W66_11055,Teichoic acid biosynthesis protein,270,18142
A0A1X2LYE3,B8W66_04510,Acyl-CoA dehydrogenase,367,18143
A0A1X2LPJ2,B8W66_21820,Secreted protein,220,18144
A0A1X2LSP8,B8W66_16035,"Plasmid replication, integration and excision activator",149,18145
A0A1X2LTP5,B8W66_14085,Proline rich protein,142,18146
A0A1X2LUK3,B8W66_12185,Arsenic transporter,413,18147
A0A1X2LWP3,B8W66_07380,Twin-arginine translocation pathway signal,218,18148
A0A1X2LU12,B8W66_13630,VOC domain-containing protein,117,18149
A0A1X2LX63,murG,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecapre,403,18150
A0A1X2LMR4,B8W66_23465,Polyketide synthase (Fragment),1689,18151
A0A1X2LR11,B8W66_19190,Amidohydrolase,586,18152
A0A1X2LSD8,B8W66_16360,Acyl-CoA dehydrogenase,362,18153
A0A1X2LTK5,B8W66_13955,Peroxidase,444,18154
A0A1X2LZ33,B8W66_03050,Putative succinate-semialdehyde dehydrogenase [NADP(+)] 2,104,18155
A0A1X2LQB1,B8W66_20080,2-keto-4-pentenoate hydratase,261,18156
A0A1X2LUE1,B8W66_12720,Acyltransferase 3 domain-containing protein,431,18157
A0A1X2LUM7,B8W66_12820,Phosphotransferase,662,18158
A0A1X2LX70,B8W66_08085,Uncharacterized protein,81,18159
A0A1X2LY31,B8W66_07375,Cytochrome P450,408,18160
A0A1X2M0X3,B8W66_02085,NADH-quinone oxidoreductase subunit F,442,18161
A0A1X2LR00,B8W66_18710,Maleylpyruvate isomerase family mycothiol-dependent enzyme,244,18162
A0A1X2LTV7,B8W66_13230,Uncharacterized protein,132,18163
A0A1X2M191,rplO,Large ribosomal subunit protein uL15,146,18164
A0A1X2LNW4,B8W66_22915,Condensation domain-containing protein (Fragment),442,18165
A0A1X2LQ67,B8W66_23125,Non-ribosomal peptide synthetase (Fragment),813,18166
A0A1X2LQU2,B8W66_19375,SnoaL-like domain-containing protein,124,18167
A0A1X2LR79,B8W66_18190,"Plasmid replication, integration and excision activator",140,18168
A0A1X2LSX8,B8W66_17980,Homocitrate synthase,175,18169
A0A1X2LVE7,B8W66_10755,LLM class F420-dependent oxidoreductase,283,18170
A0A1X2LW76,B8W66_09695,ABC transporter ATP-binding protein,594,18171
A0A1X2LWI1,B8W66_10630,Phosphate-binding protein,374,18172
A0A1X2LZD5,B8W66_03785,DUF4267 domain-containing protein,147,18173
A0A1X2LTV3,B8W66_13640,ESX-1 secretion-associated protein EspA/EspE-like domain-containing protein,403,18174
A0A1X2LZJ0,B8W66_03705,SAM-dependent methyltransferase,423,18175
A0A1X2M0L0,B8W66_01285,UsfY protein,103,18176
A0A1X2LVB9,B8W66_11160,arsenate reductase (glutathione/glutaredoxin),118,18177
A0A1X2M0I6,B8W66_01755,ATP-binding protein,90,18178
A0A1X2LNU9,B8W66_22810,Phosphatase PAP2 family protein,245,18179
A0A1X2LP82,B8W66_22170,Metallo-beta-lactamase domain-containing protein,341,18180
A0A1X2LSU4,B8W66_15565,PE family protein,92,18181
A0A1X2LW04,B8W66_09830,DUF732 domain-containing protein,113,18182
A0A1X2LYF5,infB,Translation initiation factor IF-2,928,18183
A0A1X2LYK3,cobB,"Hydrogenobyrinate a,c-diamide synthase",511,18184
A0A1X2LPB3,B8W66_21735,PPE family protein,383,18185
A0A1X2LQR5,B8W66_19165,Uncharacterized protein,126,18186
A0A1X2LTN9,B8W66_14240,LuxR family transcriptional regulator,1086,18187
A0A1X2LV68,B8W66_10975,RNA polymerase subunit sigma-24,305,18188
A0A1X2LZR2,B8W66_03710,Uncharacterized protein,257,18189
A0A1X2M0Y9,B8W66_02135,Aminoglycoside phosphotransferase,459,18190
A0A1X2LTD2,B8W66_14655,TetR family transcriptional regulator,205,18191
A0A1X2LNY5,B8W66_22835,FHA domain-containing protein (Fragment),451,18192
A0A1X2LR66,B8W66_18620,Cytochrome P450,457,18193
A0A1X2LRP4,B8W66_20325,DUF4349 domain-containing protein,938,18194
A0A1X2LSF3,B8W66_16565,MbtH family protein,76,18195
A0A1X2LSX7,B8W66_15480,2-polyprenyl-6-methoxyphenol hydroxylase,423,18196
A0A1X2LT82,B8W66_14340,Short-chain dehydrogenase,280,18197
A0A1X2LTN4,B8W66_16405,FAD-binding protein,425,18198
A0A1X2LUC4,B8W66_12555,Antitoxin,78,18199
A0A1X2M205,B8W66_02125,Lipid/polyisoprenoid-binding YceI-like domain-containing protein,184,18200
A0A1X2LWU4,B8W66_07395,Acyl-CoA dehydrogenase,409,18201
A0A1X2LGX1,B8W66_23805,Oxidoreductase (Fragment),115,18202
A0A1X2LQ24,B8W66_20480,Integral membrane protein,143,18203
A0A1X2LXH3,B8W66_06845,RDD domain-containing protein,140,18204
A0A1X2LR50,B8W66_19145,Thioredoxin,371,18205
A0A1X2LSI0,B8W66_16190,Alpha/beta hydrolase fold-3 domain-containing protein,138,18206
A0A1X2LSH4,gcvP,Glycine dehydrogenase (decarboxylating),952,18207
A0A1X2LTL0,B8W66_14210,Dihydrodipicolinate reductase,352,18208
A0A1X2LXQ9,B8W66_06945,MMPL family RND transporter,957,18209
A0A1X2LT69,B8W66_14755,Cytochrome,399,18210
A0A1X2LT83,B8W66_15000,TetR family transcriptional regulator,202,18211
A0A1X2LTL2,asd,Aspartate-semialdehyde dehydrogenase,351,18212
A0A1X2LV11,coaBC,Coenzyme A biosynthesis bifunctional protein CoaBC,414,18213
A0A1X2LVY9,B8W66_09315,nicotinate-nucleotide diphosphorylase (carboxylating),285,18214
A0A1X2LW62,B8W66_08295,DUF1330 domain-containing protein,127,18215
A0A1X2LZ80,B8W66_03010,Luciferase-like domain-containing protein,343,18216
A0A1X2M070,B8W66_00990,histidine kinase,896,18217
A0A1X2M0U2,B8W66_02490,DUF4267 domain-containing protein,133,18218
A0A1X2M1A5,B8W66_01665,RNA polymerase sigma factor,216,18219
A0A1X2M1W0,B8W66_01770,Adenylyltransferase/sulfurtransferase MoeZ,392,18220
A0A1X2LS68,B8W66_16455,Alpha/beta hydrolase,290,18221
A0A1X2LSE8,B8W66_16415,Enoyl reductase (ER) domain-containing protein,382,18222
A0A1X2LUS4,B8W66_14620,PadR family transcriptional regulator,189,18223
A0A1X2LFI3,B8W66_23795,Uncharacterized protein (Fragment),135,18224
A0A1X2LT16,B8W66_14960,Mammalian cell entry protein,372,18225
A0A1X2LXZ3,B8W66_06090,Inosine/uridine-preferring nucleoside hydrolase domain-containing protein,346,18226
A0A1X2LR01,B8W66_19135,Carnitine dehydratase,392,18227
A0A1X2LM99,B8W66_23380,PE family protein,98,18228
A0A1X2LQL0,B8W66_19735,Heat-shock protein Hsp20,149,18229
A0A1X2LU77,B8W66_13345,Bile acid:sodium symporter,338,18230
A0A1X2LV65,B8W66_11865,Non-ribosomal peptide synthetase (Fragment),490,18231
A0A1X2LWN8,B8W66_07515,Acyl-CoA dehydrogenase,309,18232
A0A1X2M0Y5,B8W66_02140,Acyl-CoA dehydrogenase,412,18233
A0A1X2LLS6,B8W66_23450,Non-ribosomal peptide synthetase (Fragment),1970,18234
A0A1X2LPD0,B8W66_21775,Cytochrome P450,185,18235
A0A1X2LQ58,aspA,Fumarate hydratase class II,471,18236
A0A1X2LR32,B8W66_18530,Oligopeptidase B,716,18237
A0A1X2LSD7,B8W66_16545,Peptidase,402,18238
A0A1X2LTG7,B8W66_16610,Mercuric reductase,462,18239
A0A1X2LTV6,B8W66_13475,Gluconolaconase,282,18240
A0A1X2LV89,B8W66_10970,"Aminodeoxychorismate synthase, component I",436,18241
A0A1X2LWB4,B8W66_08390,DUF2237 domain-containing protein,128,18242
A0A1X2LWB5,B8W66_08475,Acyl-CoA dehydrogenase,358,18243
A0A1X2LWF4,B8W66_11850,argininosuccinate synthase,401,18244
A0A1X2LQD4,B8W66_20340,PE family protein,536,18245
A0A1X2LT51,B8W66_14980,Secreted protein,172,18246
A0A1X2LWV3,B8W66_08005,Carboxyvinyl-carboxyphosphonate phosphorylmutase,295,18247
A0A1X2LE24,B8W66_23840,3-hydroxyacyl-CoA dehydrogenase (Fragment),108,18248
A0A1X2LQA6,B8W66_22990,PE family protein,99,18249
A0A1X2LT62,B8W66_15035,Secreted protein,140,18250
A0A1X2LV59,B8W66_10705,DNA-(apurinic or apyrimidinic site) lyase,287,18251
A0A1X2LW07,B8W66_12270,Uncharacterized protein,119,18252
A0A1X2LP29,B8W66_22320,DUF5134 domain-containing protein,212,18253
A0A1X2LPJ0,B8W66_21545,Fluoroquinolone transporter permease,234,18254
A0A1X2LQC5,B8W66_20215,SAM-dependent methyltransferase,192,18255
A0A1X2LQL4,B8W66_19320,Oxidoreductase,335,18256
A0A1X2LWB1,B8W66_08720,Uncharacterized protein,117,18257
A0A1X2LXE2,B8W66_06915,UDP-glucose 6-dehydrogenase,440,18258
A0A1X2LXZ1,B8W66_05925,FAD-binding FR-type domain-containing protein,353,18259
A0A1X2M151,B8W66_00510,3-oxoacyl-ACP synthase,339,18260
A0A1X2LWP9,B8W66_11050,Polyprenyl glycosylphosphotransferase,501,18261
A0A1X2LPG1,B8W66_21560,DNA-binding protein,665,18262
A0A1X2LP50,B8W66_22125,HTH lysR-type domain-containing protein,330,18263
A0A1X2LS86,B8W66_16490,Alpha/beta hydrolase,272,18264
A0A1X2LU14,B8W66_13655,Secretion protein EspK,655,18265
A0A1X2LWL1,B8W66_08405,UPF0145 protein B8W66_08405,133,18266
A0A1X2LK03,B8W66_23550,Carrier domain-containing protein (Fragment),678,18267
A0A1X2LPE7,B8W66_21985,LppX_LprAFG lipoprotein,277,18268
A0A1X2LSE1,B8W66_16095,PE family protein,99,18269
A0A1X2LQ71,B8W66_20425,RDD domain-containing protein,158,18270
A0A1X2LRQ4,B8W66_20385,Leucine-binding protein domain-containing protein,337,18271
A0A1X2LYD7,B8W66_04385,Iron reductase,215,18272
A0A1X2LZK1,B8W66_03975,IS21 family transposase,414,18273
A0A1X2M0I0,B8W66_01115,Transposase,204,18274
A0A1X2LR81,B8W66_18960,AB hydrolase-1 domain-containing protein,273,18275
A0A1X2LTD6,B8W66_14565,PPE family protein,379,18276
A0A1X2LNZ6,B8W66_22685,Glyoxalase/bleomycin resistance/dioxygenase family protein,153,18277
A0A1X2LP87,B8W66_22275,DUF899 domain-containing protein,245,18278
A0A1X2LQ52,B8W66_20205,MxaD family protein,144,18279
A0A1X2LRX7,B8W66_17025,Serine hydrolase,519,18280
A0A1X2LS19,B8W66_16820,Cobalamin biosynthesis bifunctional protein CbiET,390,18281
A0A1X2LSS1,B8W66_15865,Molybdenum transport system permease,264,18282
A0A1X2LVD1,pth,Peptidyl-tRNA hydrolase,191,18283
A0A1X2LWA7,B8W66_08660,Sugar ABC transporter permease,276,18284
A0A1X2LXW5,B8W66_05310,SAM-dependent methyltransferase,269,18285
